CLUE,ANS,POS
Hot dusty wind ,sirocco,6
"Animate, encourage",inspire,6
Seize one's opportunities while one can ,strike while the iron is hot,15
Fruit tree trained to grow against a wall ,espalier,1
Devastate ,ravage,4
Item of footwear ,shoe,1
Magnify,enlarge,1
Lifting machines and wading birds ,cranes,1
Informal goodbye; see you ,so long,9
A mixture of rain and snow ,sleet,1
Big and roomy ,spacious,1
"Fingers, toes and numbers ",digits,1
Strain ,tension,1
W.E. Johns hero,biggles,1
Bundles of fibres in the body ,nerves,1
Ethical ,moral,2
Land of the tzars ,russia,1
One thing among many ,item,1
Fraudulent medical practice ,quackery,1
Part of the eye ,retina,4
Deep red gem stone ,garnet,1
Memorandum ,note,1
