CLUE,ANS,POS
Lever moving boat's rudder,tiller,4
Hayfield ,meadow,2
Wartime stealer,looter,4
Mental or emotional strain,stress,1
Episode ,chapter,3
Evening music (played outside woman's house) ,serenade,1
Decorates with hanging ornaments ,festoons,15
Electric safety device ,circuit breaker,1
Cattle ,oxen,3
"Ogden --, US humorous poet ",nash,1
Helps ,aids,2
Spanish wine shop ,bodega,11
Arab state ,bahrain,3
Upper covering ,roof,1
Down tools ,strike,1
Involuntary habitual response,tic,9
Went at a fast gait ,galloped,9
Sign of the zodiac ,leo,5
Tropical fruit ,guava,9
