CLUE,ANS,POS
Former currency of Portugal,escudo,1
Miniature tree ,bonsai,3
State of central US ,nebraska,3
"Way, course ",route,2
Japanese island ,okinawa,5
"Eg, native of Teheran ",iranian,1
Chic ,stylish,5
Elastic item,rubber band,2
Assault ,attack,1
"Shun, avoid ",eschew,13
US witch-trial town ,salem,1
Female singing voice ,alto,4
Level or smooth ,even,2
Plant with small blue flowers ,forget-me-not,1
Cruel dictator ,despot,2
Duct that carries urine ,ureter,1
Old name for Spanish peninsula ,iberia,1
Vigour ,energy,1
Viral disease causing paralysis ,polio,6
Sudden rush,surge,1
Brazilian dance ,samba,1
