CLUE,ANS,POS
Pungent red salad root ,radish,3
So long,adieu,4
Single piece of sand etc,grain,1
Harmless untruths ,white lies,1
French cathedral city ,chartres,17
Contort ,twist,2
Serviette ,napkin,1
Well-known or famous person ,celebrity,1
Yellow fruit ,banana,1
Root vegetable ,parsnip,5
Large sailing ship ,galleon,11
Hangman's loop ,noose,1
Rotary energy converter,turbine,2
War god - chocolate bar - spoils,mars,2
Watery part of milk ,whey,1
French definite article ,les,8
Relating to the kidneys ,renal,2
Slaughterhouse ,abattoir,1
Older or higher in standing ,senior,1
Very bright red ,scarlet,2
Raw ,uncooked,1
