CLUE,ANS,POS,FOUND IN
F1 team and car maker,lotus,7,Lotus Cars (A British sports car manufacturer that had a Formula One team called 'Lotus')
Carve in relief ,emboss,12,Embossed design
Harshly grating ,rasping,11,Rasping effect
Capital of Japan,tokyo,1,"Tokyo (Most widely recognized, largest city in Japan)"
"Trainers of wild animals, lions say ",tamers,7,Lion tamers
Hairpiece ,toupee,23,"Toupee (4,6): A small hairpiece that covers the top and partial sides of the head; typically used by men to cover baldness."
Actor's part ,role,1,Role-playing
Total ,aggregate,7,Aggregate (total amount obtained by combining several things)
Ridge of sand ,dune,3,Dune system
Unlit by solar light ,sunless,17,Sunless region
