CLUE,ANS,POS,FOUND IN
Jeeves' employer ,wooster,1,"Wodehouse in his series of stories about Bertie Wooster, is none other than Sir Watkyn Bassett"
Male relatives ,uncles,6,Uncles (male siblings' sons)
Cheroot ,cigar,1,Rolling cigar or pipe-shaped smoking device
"People, especially if posh ",gentry,7,Gentry (historical British social class)
Map-line showing places with equal air pressure ,isobar,7,"Add key details like ""Areas with equal 1000 hPa pressure"" at the top or bottom, explaining that this specific value represents an isobaric surface (an imaginary line joining points of equal height above sea level)."
Pampas cowboy ,gaucho,1,Gaucho - traditional South American cowhand
Small biting fly,midge,9,Biting midge
Altruistic,selfless,1,Selflessly giving
Make more concentrated ,condense,14,"Condensed version (of information, data, etc.)"
Driving force ,impetus,9,Strong impetus
Mankind ,human race,15,Human race at large
Depart; permission ,leave,3,Granted leave
Land once belonging to a nobleman,manor,2,Aristocratic manor
Earnest request ,plea,2,Heartfelt plea
Fearful expectation ,dread,2,Impending dread
