CLUE,ANS,POS
Moroccan stew cooked in a pot with a conical lid ,tagine,43
"American state, capital Montgomery ",alabama,2
Formal set of clothes ,suit,2
"Metal, symbol Cr ",chromium,23
Backs of legs ,calves,42
One who sells betting advice ,tipster,2
Spanish wine cocktail ,sangria,42
Tailless marsupial down under ,wombat,42
(In medicine) an alcoholic solution of a drug ,tincture,45
Small mound from burrowing ,molehill,53
Town in Surrey ,woking,2
Stronghold ,fortress,22
'The once and future king' ,arthur,44
