CLUE,ANS,POS,FOUND IN
Long-haired rabbit ,angora,8,Angora rabbit
"Make out, distinguish by eye ",discern,7,"Smolder - A slow burning without flame or heat, metaphorically implying passionate intensity that might not be immediately visible but can still be discerned through behavior or demeanor."
Arrow maker ,fletcher,4,Fletcher (profession focused on making arrows)
Qualified - expert ,able,5,Knowledgeable
Book series by John Galsworthy ,the forsyte saga,6,The Forsyte Saga (the overall book series)
Inuit abode,igloo,1,"Igloo - A snow shelter constructed by the Inuit people, typically made from blocks of compressed snow and built in circular formations for insulation and warmth."
Elevate ,raise,1,Lift - To raise or elevate an object from its original position.
"Of one from Warsaw, say ",polish,1,Polak (Polish person)
Impose a penalty ,punish,5,Punishment
River flowing through Russia and Kazakhstan to the Caspian,ural,2,"Ural - Although primarily considered a mountain range that acts as a natural boundary between Europe and Asia, the Sosva River originating from it flows into the Pechora River which eventually drains into the Caspian Sea."
Hazel nut ,filbert,2,Filbert - A cultivated variety of hazelnut tree producing larger and sweeter nuts compared to wild varieties.
Take small bites from ,nibble,3,Nibble - To take a small amount of something quickly and without much attention.
Parliament's bell ,big ben,1,"Big Ben (official name) - A famous clock tower in London, also known as the Palace of Westminster's Great Clock."
