CLUE,ANS,POS
Prudent ,wise,1
"Caught in position with no escape, like rat ",cornered,5
Small busy insect ,ant,1
Seem or materialise ,appear,1
Not abstract or imaginary ,concrete,2
Defeat ,conquer,2
Enemy captive ,prisoner of war,1
Beginning ,outset,12
Try ,attempt,1
Young geese ,goslings,1
Madagascan primate ,lemur,2
Home ,abode,5
Extreme unkindness,cruelty,2
"Region of eastern France, and famous Cross ",lorraine,2
Ensnare,entrap,2
Inattentive ,careless,10
Collected ,gathered,5
Capital of Cyprus ,nicosia,1
