CLUE,ANS,POS
Heretofore ,hitherto,6
Illegal state in football ,offside,1
Difficulties to be resolved,problems,2
Obtained ,procured,12
Madness ,lunacy,9
Wealth ,riches,2
Thespian ,actor,1
Serious crime ,felony,1
Orange vegetable ,carrot,1
Drowsy ,sleepy,2
Levy on vehicles using public thoroughfares,road tax,2
Valuable ,precious,1
Speak out against ,denounce,7
Not allowing light to pass through ,opaque,1
Inveigle ,entice,3
"Induces, prevails upon ",persuades,1
Oriental ,eastern,1
Grassy plains of Argentine ,pampas,1
Deep gorge or ravine ,canyon,2
Tested or scrutinised ,examined,1
The islands of eastern Oceania ,polynesia,1
Wintry missile ,snowball,1
Pampas cowboy ,gaucho,1
"Hurting, painful ",sore,17
Lusterless or uninteresting ,dull,1
Altruistic,selfless,1
Land once belonging to a nobleman,manor,3
A fight or contest ,combat,11
