CLUE,ANS,POS
Storyline or piece of land ,plot,3
Stadium,arena,1
Smoothly or impartially ,evenly,2
Making an effort ,trying,1
Adult swine ,hog,4
Travelled on foot ,walked,1
"'Sadness, grief (6)' ",sorrow,3
"Sir John --, Victorian illustrator (Alice) ",tenniel,1
Latent ability,potential,2
Small hand tool used for gripping ,tweezers,8
"Informally, an eccentric or very strange person ",weirdo,4
Band of colours in the rainbow ,spectrum,1
Having no function ,useless,2
Son or daughter ,child,1
Temple of all the gods ,pantheon,2
Secured - buckled ,fastened,1
New Zealand bird ,kiwi,3
Enlist ,sign up,18
Peg for joining wood ,dowel,1
Church bench ,pew,1
Strong cord ,rope,5
