CLUE,ANS,POS,FOUND IN
Lose strength,weaken,1,Weakened
Favouritism ,bias,2,Bias toward a person or group
Young hares ,leverets,6,Kits (young hares commonly referred to as kits or leverets)
Baby's plaything,rattle,2,Infant rattles
Foreign (from outer space?),alien,2,Alien encounter
Keenness for food ,appetite,7,Carnivorous appetite
Procedure ,method,2,Step-by-step method
Senior - tree ,elder,1,Elderwood
Flash in the sky ,lightning,6,Lightning flash
Orchestral hardware ,instruments,5,Brass instruments
Tidy ,neat,1,Neatly arranged
Profound ,deep,1,Deep-seated
Altered ,adapted,15,Adapted for a different purpose
Entrap ,snare,6,Artfully ensnared
Done in an obvious way ,overt,11,Overt action
Gently radiant ,aglow,5,Tenderly aglow
Comfy seat ,armchair,2,Plush armchair
