CLUE,ANS,POS
"Flee from restraint, allow to pursue like dog ",unleash,12
Knight's title,sir,8
Projectile from bow ,arrow,1
Arrive at ,reach,5
Stems of asparagus as weapons ,spears,1
Gets better or gets back ,recovers,3
Continuous record of events in order of time ,chronicle,1
Tool for cutting grass with blade on long pole ,scythe,1
Agricultural complex ,ranch,6
Column,pillar,1
Goddess of retribution ,nemesis,7
Military encirclement ,siege,1
Exoneration ,acquittal,1
Stole ,purloined,6
Tropical fruit ,mango,1
Book by Defoe,moll flanders,2
Candle fibre ,wick,1
Wrap; pupa's protection ,cocoon,2
Involving death ,fatal,1
