CLUE,ANS,POS
Slayer of the Minotaur ,theseus,1
Something left out ,omission,1
Fragile ,delicate,1
"Dependant, underling",minion,2
"Handle, oversee ",manage,1
Stylish ,chic,3
Fruit (that can be split?) ,banana,17
Appealingly fanciful ,whimsical,1
Branch of mathematics ,geometry,3
Passage between seats ,aisle,1
Sound of a plane flying faster than the speed of sound ,sonic boom,1
Bring in from abroad ,import,1
Country house ,villa,4
Fish eggs ,roe,1
Self-assured and positive ,assertive,4
Protruding ,obtrusive,9
