CLUE,ANS,POS
Formerly capital of Nigeria ,lagos,1
A vote against ,nay,2
Deliberately avoid ,shun,4
Access ,entry,1
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,1
Lacking in restraint ,uninhibited,6
Motor fuel ,diesel,3
Being away,absence,1
"Complete, absolute ",total,2
Printing error ,typo,3
Return to earlier state ,revert,1
West African country ,mali,10
Major Asian river ,indus,20
Musical instrument like a small guitar ,mandolin,2
Emphasis; turn rapidly ,spin,2
Demand firmly ,insist,1
Branch of mathematics ,algebra,1
Underground passage ,tunnel,1
Speaker ,orator,1
"Adversary, antagonist ",opponent,1
Of more than one ,plural,2
Regular habit ,ritual,5
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Bird expert ,ornithologist,1
Scottish residence of the British sovereign,balmoral,1
One receiving medical care ,patient,1
Loud cry of a bull ,bellow,2
"Handle, run ",manage,2
Delightful in all respects ,idyllic,3
