CLUE,ANS,POS,FOUND IN
Talon ,claw,1,Clawlike nail
Degree document ,diploma,2,Diploma: An official certificate awarded by an institution upon successful completion of a degree program or course of study.
Grown-up tadpole ,frog,3,Froglet (as it progresses from being a tadpole)
Young horse ,colt,2,"Colt (if male, for horses under three years old)"
Leading performer,star,1,Star attraction
Cut (meat) ,carve,10,Carved (when referring to a specific cut)
Colour for aristocracy or emperors ,purple,2,Royal Purple
Night-flying insect ,moth,19,Starry aerialist (referring to certain nocturnal moths)
Fine earthenware ,porcelain,11,"Fired porcelain (not pure earthenware, but closely associated)"
British naval commander at Trafalgar ,horatio nelson,1,It's worth noting there might be some confusion as the most renowned commander associated with Trafalgar is Admiral Horatio Nelson himself
Cosmos ,universe,4,Infinite universe
Cordial,warm,1,Warm and friendly
