CLUE,ANS,POS,FOUND IN
Dependent upon ,reliant,14,Partially reliant
Up until now ,yet,13,As yet unchanged
This leaf may conceal nudity in art ,fig,12,"Carved leaf (as seen in some ancient carvings, which may include human figures)"
Slight wind ,breeze,6,Airy breeze
Produce shoots ,sprout,1,Sprouting
Vegetable ,pea,9,Peas (if referring to both the plant and legume form)
Haulage vehicles ,tractors,14,Road tractors
Retaliation ,revenge,1,Revengeful action
Hale ,healthy,5,Healthy development
Draw near ,approach,1,Approachable
Set of beliefs ,doctrine,6,Doctrines
Handsome young man of Greek mythology ,apollo,6,"Apollo's son, Hyacinthus (posthumous)"
Frame of mind ,mood,9,Pensive mood
