CLUE,ANS,POS,FOUND IN
Ignorant (of) ,unaware,5,Unaware of details
Dealer in socks and stockings ,hosier,6,Boot Supplier (if selling boot-specific hosiery like knee highs)
Ceremony - ritual,rite,4,Inaugural rite
Lend an ear ,listen,1,Listen up
Humorist ,comedian,17,Stand-up comedian
"Muse, mull over ",consider,6,Consider creative solutions to complex problems
Dress ,clothe,6,Clothed
Pigment made from clay and iron oxide ,ochre,1,Ötzi's lipstick - associated with ancient use of red ochre
"Surrounding, on all sides - light or temperature ",ambient,4,Circumambient
Imitate like tropical bird ,parrot,11,Faux parrot mimicry
Vanquished ,beaten,11,Beaten to a pulp
Scottish landowner ,laird,10,Laird (Scottish landowner with smaller holdings)
Curved under-parts of the feet ,arches,9,Curvature of the foot arches
Option,choice,2,Elective choice
Rear; support ,back,1,Backing up
Divisions of a boxing match ,rounds,15,Extension Fight (additional rounds after the scheduled ones)
Broadcast again ,rerun,18,Rerun scheduled program
Stopper - Irish port,cork,6,Cork Harbour
