CLUE,ANS,POS
One bringing in goods to country ,importer,1
Conforming to the accepted beliefs of a religion ,orthodox,1
Artist's workplace,studio,1
12am ,midnight,1
Diminished,reduced,1
"Fingers, toes and numbers",digits,1
Position affording a good view ,vantage point,2
Biblical 'you' ,thou,1
Science of sound ,acoustics,1
"Rescue (of) ship, etc",salvage,1
Everywhere ,far and wide,8
Purloin ,steal,1
To do with or like horses ,equine,1
Likeness of a person ,portrait,1
Branch of mathematics,geometry,3
What cows chew ,cud,1
Keepsake ,memento,1
"Cloth, material ",fabric,1
Sister of Osiris ,isis,1
Native of Calcutta region ,bengali,1
Songbird,thrush,6
