CLUE,ANS,POS
Party - hit,bash,1
"Clothing, apparel",attire,1
Two times ,twice,2
Long-haired rabbit ,angora,1
Winged god of love ,eros,4
Self-satisfied ,smug,2
Widespread killing ,massacre,1
"Make out, distinguish by eye ",discern,1
Arrow maker ,fletcher,2
Decisions of courts on issues of fact or law ,findings,6
They're smaller than towns ,villages,1
Knickers,drawers,4
Book series by John Galsworthy ,the forsyte saga,1
Lively Parisian dance ,cancan,1
Inuit abode,igloo,1
Elevate ,raise,1
Shoves ,pushes,1
"Of one from Warsaw, say ",polish,2
Home loan ,mortgage,1
Proust (anag) ,stupor,4
Bright and warm ,sunny,1
Aviators ,pilots,1
Warning of danger ,alert,1
"Shout; Saul --, novelist ",bellow,6
River flowing through Russia and Kazakhstan to the Caspian,ural,2
Pleasure seeker ,hedonist,14
Parliament's bell ,big ben,1
