CLUE,ANS,POS
Soldier on guard ,sentry,1
Christian sacrament requiring pouring of water ,baptism,1
River at Maidstone ,medway,1
Dabbler in the arts,dilettante,14
Decayed areas in teeth ,caries,2
Receptacle for household rubbish,dustbin,3
Small red fruit ,cherry,1
Friction or division in church organisation ,schism,1
One not eating or using animal products ,vegan,1
"Element 22, makes strong non-corroding alloys ",titanium,4
Small city in Cambridgeshire ,ely,8
Likenesses or reflections ,images,8
Largest Roman hippodrome ,circus maximus,1
"Circular band of flowers and leaves, often seen on graves ",wreath,2
Member of travelling people,nomad,1
Scottish family grouping ,clan,2
Enthusiastically ,eagerly,5
