CLUE,ANS,POS,FOUND IN
Transparent optical devices ,lens,1,Lenses
Pompous fool or beast of burden ,ass,4,Arrogant ass
Strong feeling ,emotion,4,Forceful emotion
Twofold ,dual,3,Dual-purpose
Graceful,poised,13,Poised movements
Stare stupidly ,gawp,11,Foolishly gawp
Liquid part of blood ,plasma,3,Liquid gold (a colloquialism for plasma)
Person who nets the ball,scorer,17,Slashing scorer
Make merry ,revel,16,Encourage revelry
Pig meat  essayist,bacon,4,"Baconian (as in Francis Bacon, an English philosopher and essayist)"
Of society or its organisation ,social,6,Socially constructed
