CLUE,ANS,POS
Penniless ,destitute,3
Eggs ,ova,17
God of the underworld,pluto,2
(Fiery) Hell,inferno,1
Walking in water ,paddling,2
Particle ,atom,1
Branch of mathematics ,trigonometry,4
Riddle ,conundrum,2
Not amusing ,unfunny,4
Adieu ,goodbye,2
Geometrical solid,cube,1
Rodent related to the guinea pig ,agouti,16
Dutch painter renowned for his use of light ,vermeer,3
Trembling poplar ,aspen,1
Huge,massive,5
Sermon ,homily,1
Carry on where one left off,resume,1
A scrape or mark of rubbing ,abrasion,1
