CLUE,ANS,POS
High-pitched and sharp ,shrill,1
Feed ,nourish,1
Perimeter ,circumference,5
Group formed to limit competition ,cartel,1
Trojan hero,hector,2
Inequality ,disparity,2
Intrepid ,fearless,1
The largest flatfish ,halibut,1
Spanish painter born in Greece ,el greco,1
Ships travelling together ,convoy,1
1966 Michael Caine film,alfie,2
Happy-go-lucky ,carefree,1
Small particular part,detail,7
One serves at table ,waiter,2
Baby frogs ,tadpoles,1
Tiredly ,wearily,4
Shouting ,yelling,1
Installer of mains-powered equipment ,electrician,1
Joint of the body ,shoulder,4
Of little importance ,trivial,3
Diplomatic messenger ,envoy,1
Fossilised resin ,amber,1
