CLUE,ANS,POS
Reproaches ,upbraids,14
"Plant stems, edible when cooked ",rhubarb,7
Pugilism ,boxing,1
Bodkin ,needle,1
One works among trees ,forester,3
"Jolts, jars ",shocks,1
Male deer ,stag,2
Perfect ,idyllic,13
Average (but poor),mediocre,2
Catch fire ,ignite,3
Unknown or peculiar ,strange,8
Earliest; good degree ,first,1
Swift deer-like animal ,antelope,1
Repair ,mend,1
Detective ,sleuth,7
Impediment,obstacle,2
Prizes or remunerations ,rewards,3
Elucidated,clarified,2
Declare ,affirm,10
Seldom ,rarely,2
