CLUE,ANS,POS
Plunge into liquid ,immerse,2
Canons and creeds ,tenets,4
Brazilian dance ,lambada,4
Back of neck ,nape,3
Divine messenger ,angel,2
Whole and complete ,entire,3
"Stress, accentuation ",emphasis,1
Without beginning or end ,eternal,5
Administrative assistant to commanding officer ,adjutant,13
Great fear ,terror,1
In foreign parts ,abroad,1
English county,staffordshire,13
Tourist attraction of Moscow,red square,1
A size of book page ,octavo,2
Cattleman,rancher,1
Small skin spot ,freckle,1
