CLUE,ANS,POS
A search for a person ,manhunt,3
Ben Hur's car ,chariot,1
Hallucinatory state of wild excitement,delirium,4
Pay no attention to ,ignore,1
Unsurprising,predictable,2
Unit of length ,inch,1
Reasonable ,logical,2
A tough and testing time ,ordeal,3
Zodiacal bull ,taurus,1
Italian city,florence,2
Worshipped and venerated ,adored,1
Member of orchestra,cellist,2
Grown-ups ,adults,1
Scientist; type of shop ,chemist,6
Bad luck,misadventure,13
Dorset seaside resort ,swanage,3
To do with sense of touch ,tactile,1
