CLUE,ANS,POS,FOUND IN
This leaf may conceal nudity in art ,fig,28,"In many cases, these individuals took up cookery as a means of making their foreign surroundings more palatable—both literally and figuratively [18]"
Slight wind ,breeze,1,Gentle breeze
Produce shoots ,sprout,1,Newly sprouting plants
Vegetable ,pea,5,"Legumes: beans, lentils, chickpeas"
"Seize, usually for ransom",kidnap,1,Kidnapped
Established lines of travel ,routes,1,Fixed routes
"Sheila from Sydney, perhaps?",aussie,3,Aussie citizen residing in Sydney
Venetian waterman ,gondolier,1,"Gondolier: A man who pilots a gondola, the traditional Venetian flat-bottomed canal boat."
"Secretion, deficiency of which results in diabetes",insulin,1,Insulin - the hormone whose deficiency leads to type 1 diabetes.
Draw near ,approach,1,Approaching
Brazilian footballing legend ,pele,18,Pele de Pernambuco
Repairing ,fixing,2,Fixing broken machinery
