CLUE,ANS,POS
Dependent upon ,reliant,1
Slight wind ,breeze,1
Starter ,beginner,6
Floating impurity layer ,scum,3
"Seize, usually for ransom",kidnap,1
Retaliation ,revenge,1
Established lines of travel ,routes,1
Hale ,healthy,1
Wading bird ,avocet,8
Venetian waterman ,gondolier,1
Shape of new moon ,crescent,1
Baffle ,stump,15
"On ship, train or plane ",aboard,1
Illegal importer ,smuggler,1
Joy,elation,3
Farm pen ,sheepfold,4
"Secretion, deficiency of which results in diabetes",insulin,1
Draw near ,approach,1
Set of beliefs ,doctrine,6
Frame of mind ,mood,5
Pullover ,sweater,1
Turkish port ,istanbul,2
Dissuade ,deter,7
Repairing ,fixing,1
Male horse for breeding,stallion,1
