CLUE,ANS,POS,FOUND IN
Penniless ,destitute,13,Financially destitute
Eggs ,ova,1,Oval-shaped avian reproductive structure
Untidy state ,mess,4,Messed up
God of the underworld,pluto,2,Pluto (Roman equivalent of Hades)
"W.M. -, Eng. novelist ",thackeray,1,William Makepeace Thackeray
(Fiery) Hell,inferno,1,Inferno-like environment
Branch of mathematics ,trigonometry,4,"Trigonometry: Explores the relationships between angles and sides of triangles, as well as their applications to solve real-world problems involving distance, heights, slopes, etc."
Having no deviations ,straight,18,"Straightforward, uncomplicated"
Dutch painter renowned for his use of light ,vermeer,1,Johannes Vermeer
Trembling poplar ,aspen,1,Quaking aspen tree
''Old soldiers ..... ...'' ,never die,1,Old soldiers never die; they just fade away
Sweet blackcurrant liqueur ,cassis,1,"Cassis (French word for sweet, dark-colored liquor derived from the black currant fruit)"
Sincere; eager ,earnest,11,With earnestness
A Mexican river ,rio,1,Rio Grande
Silver medal position,second,4,Second best performer
