CLUE,ANS,POS
Disclose or uncover ,reveal,2
Scintillate ,sparkle,2
Peak ,summit,1
Nothing ,zero,1
Publicise ,advertise,3
Embankment that should prevent flooding ,levee,1
Over to the other side,across,1
Normal; innate,natural,2
Lady luck ,chance,2
Flat-bottomed barge ,lighter,1
Astonishing ,amazing,2
Circumvent ,evade,2
Barbaric,cruel,3
"Obligations, responsibilities ",duties,1
Kayak-like boat,canoe,1
Organ of hearing ,ear,1
One's university,alma mater,1
Strong wind ,gale,1
Narrow valley with a stream ,glen,4
Foe ,enemy,1
