CLUE,ANS,POS,FOUND IN
Sloping - likely ,inclined,3,Inclined plane
Slope ,slant,6,"Incline – A surface that slants or angles from horizontal, synonymous with 'slope.'"
Unit of power ,watt,1,The watt was named after James Watt because his work on steam engines contributed significantly to developments that eventually led to the understanding and creation of modern power units.
Add by conquest or occupation,annex,1,Annexation
Rubber covering on a wheel ,tyre,3,Tyre tread
Curiously ,oddly,8,Oddly enough
Shack ,hovel,10,Hovel (another term for a very primitive dwelling)
State in eastern Germany ,saxony,3,Saxony-Anhalt
"Tiny organisms, can be good or bad ",bacteria,2,"Bacteria (some are beneficial, others harmful)"
"___ Jones, Harrison Ford hero - US state",indiana,2,"Indiana (""Witness"", starring Harrison Ford, takes place partially here.)"
Small square tile used in mosaics ,tessera,1,Tesserae
Effervescence,fizz,2,Fizzing
Moved fast ,sped,8,Sped along
Goes around the edge of women's garments ,skirts,2,Hemline (the edge of women's skirts or dresses)
Lime tree ,linden,1,"Tilia (Latin for linden or basswood, common genus names for lime trees)"
"Refuse, litter ",rubbish,3,Rubbish (correct)
