CLUE,ANS,POS
Focal point for Mass ,altar,1
Season of falling leaves ,autumn,1
Small close-knit group,clique,17
Slack,loose,1
Roman god of the sea ,neptune,1
Queen of fairies ,titania,1
Motherly,maternal,1
The mythical giant with a single eye in the middle of his forehead ,cyclops,1
Simple and guileless,naive,1
Top of door or window frame ,lintel,6
Wireless ,radio,2
Quantity of medicine ,dosage,1
Quick way to meet a new partner?,speed dating,13
Estrange ,alienate,1
"Good enough, acceptable ",adequate,1
Black and white bird ,magpie,14
Idolise ,worship,3
Unwanted plant ,weed,1
Standard for comparison ,yardstick,14
