CLUE,ANS,POS,FOUND IN
Appear amused ,smile,11,Laughter lines (smile)
"Whisk, blend ",stir,2,Stir (can be associated with whisking in cooking)
Surprise police visit ,raid,1,Unexpected raid
"Notions, thoughts ",ideas,12,"Notation (indirectly linked to ideas or thoughts, often used in mathematics)"
James Bond likes his martini this way ,shaken,1,"Shaken, not stirred"
Hand tool; proverb ,saw,3,Saw - Tool used to cut material like wood or metal (3 letters)
Pungent bulbs ,onions,16,Bunching onions
Operated a vehicle ,drove,9,Drove (as in driving)
From Antarctica or the Arctic ,polar,3,Polar bear (Arctic)
Patron saint who said 'Shoo!' to serpents ,patrick,2,Saint Patrick (direct reference)
Not curds ,whey,7,Stirred (not allowing separation into curds and whey)
Intended ,meant,2,Meantime
Rower ,oarsman,3,Oarsman/Oarswoman
