CLUE,ANS,POS
"Clothing, apparel",attire,4
Agra tourist attraction ,taj mahal,2
Two times ,twice,2
Winged god of love ,eros,2
Widespread killing ,massacre,4
Decisions of courts on issues of fact or law ,findings,5
Desiccating ,drying,2
Knickers,drawers,6
Pre-Aztec Mexicans ,toltecs,2
Lively Parisian dance ,cancan,2
Inuit abode,igloo,2
Brigham Young state ,utah,3
Bright and warm ,sunny,2
Patois ,dialect,3
Aviators ,pilots,2
River flowing through Russia and Kazakhstan to the Caspian,ural,2
Hazel nut ,filbert,2
Pleasure seeker ,hedonist,2
