CLUE,ANS,POS,FOUND IN
Intoxicating liquour ,alcohol,4,Alcoholic beverage
His cave is on Staffa,fingal,1,"Fingal's Cave, Scotland"
Delight ,enchant,13,Enchanted
General survey of a plan ,review,18,"Legal and Policy Compliance: A review of relevant laws, regulations, and policies that govern data collection, reporting, privacy, etc., to ensure full compliance with applicable guidelines."
Metal holding a gem ,setting,1,Gemstone setting
Ancient Italian ,roman,2,Roman ruins
Relating to cookery ,culinary,4,Culinary terms
Ample ,enough,3,Enough for needs
Button used on quiz shows?,buzzer,2,Buzzer (used in game show challenges or for quick responses)
Author ,writer,1,Writers' Guild members
Wheel rod ,axle,1,Axle support
At a later time or behind ,after,7,Afterward
Coast ,shore,2,Shoreline
Fashion ,trend,2,Trendy outfit
Send a vessel into water ,launch,2,Launch into the sea
Reckoning ,account,1,Accounting for consequences
Large goose ,greylag,8,Voluminous greylag goose (referring to specific type)
Manufactured ,made,3,Factory-made
Bird of prey ,hawk,6,Hawkish creature
Means of entry,access,1,Point of access
Iconic American uncle ,s am,16,A beloved relative who embodies American values
