CLUE,ANS,POS
Porch along the outside of a building ,veranda,2
Human whose body has been taken over by machines ,cyborg,1
Tasmanian capital,hobart,1
One of Lear's daughters ,cordelia,3
Legal proceeding brought by one party against another,action,3
"Overturn, disturb ",upset,20
Corpse ,body,5
Counterfeit ,fake,1
Audacious robbery,heist,1
Sympathetic relationship ,rapport,10
Citrus fruit ,lemon,4
Was wrong about (something) ,mistook,1
Sideways somersault,cartwheel,2
"Place where ancient Greeks consulted gods, as at Delphi ",oracle,3
Reigned ,ruled,6
Famous novel by F Scott Fitzgerald 'The Great . . . . . .' ,gatsby,1
Express gratitude to ,thank,3
Front section of a plane,cockpit,1
Prepare for publication ,edit,1
Green citrus fruit ,lime,2
Concealed like bride's face? ,veiled,4
Half-melted snow ,slush,1
