CLUE,ANS,POS,FOUND IN
Vast age ,eon,5,"Eon (the longest division of geological time, spanning hundreds of millions to billions of years)"
24 Down in Nottinghamshire ,newark,3,Newark-on-Trent (Large market town and administrative centre for the East Midlands region)
Heated discord,strife,5,"Strife (5) - A serious quarreling and fierce conflict, which can be heated in nature."
Hang (provocatively) ,dangle,5,Dangle (can imply a risky position)
Cheap and poorly made ,shoddy,4,Shoddy workmanship
Peak (of cap); be very full ,brim,1,Brimming
Ovine animal-keeper ,shepherd,1,Shepherdess
Hold spellbound ,enthral,7,Enthrall
1979 US film about Vietnam,apocalypse now,1,"Apocalypse Now Redux (2001 re-release, but original in 1979)"
Submarine's eye? ,periscope,1,Periscope (a device found on submarines for observation above water)
Richard . . . . . . composer of 'The Flying Dutchman' and 'Lohengrin' ,wagner,1,Wagner (composer of 'The Ring Cycle')
Metal joint,weld,2,Welded junction - A point where two metals are fused through welding techniques.
People of high birth,gentry,3,Gentry (although sometimes more inclusive than strictly high birth)
"Verify, examine ",check,8,Check out
