CLUE,ANS,POS
Variety of brassica ,cabbage,5
Eating disorder ,anorexia,1
Immoderate eater,glutton,3
Capital of France,paris,1
Deep red ,crimson,1
Liquid ,water,1
Voltaire novel ,candide,1
Prayer-leader in a mosque ,imam,1
European river,elbe,3
Speech impediment ,stutter,1
Duelling sword ,epee,3
Lover of fine eating ,epicure,2
Do needlework ,sew,2
Spigot ,tap,3
Hobby; regular activity ,pastime,2
Continuing at full strength or intensity ,unabated,20
Slowly moving masses of ice ,glaciers,1
"Differ, take issue ",disagree,1
Blockbuster,epic,7
Pile ,heap,1
"Italian archbishop of Canterbury, 1093-1109 ",anselm,1
Contributes further ,adds,1
Piece of written matter ,document,5
Doorkeeper ,usher,2
Velvety-leaved herb ,sage,3
Pig sound,oink,1
Agatha Christie's Belgian detective ,poirot,3
Things ,objects,1
Make (someone) used to (something) ,accustom,1
