CLUE,ANS,POS
Step on ladder ,rung,4
Storage surfaces ,shelves,1
Fabric made from silky hair of angora goat ,mohair,1
Call before a court to answer an indictment ,arraign,4
Spotless ,immaculate,3
Take a loan of ,borrow,1
Cricket team ,eleven,1
Magnificent ,superb,8
Object of excessive adoration ,idol,1
Mean-spirited and surly ,churlish,3
Impetuous ,rash,1
Opera by Bizet ,carmen,1
Complete outfit - group of musicians,ensemble,3
Chirp ,peep,2
Portions of a circle ,arcs,2
Strive - proceed with difficulty,struggle,4
Not having ,without,4
