CLUE,ANS,POS,FOUND IN
Conforming to the accepted beliefs of a religion ,orthodox,1,Orthodoxy
Warplane ,fighter,1,Fighter jet
Destructive insect,locust,4,Locust (especially if referring to locust swarms)
"Austrian psychologist, 1870-1937",adler,3,"Adlerian – Pertaining to Alfred Adler, an Austrian medical doctor and psychotherapist who is best known for his work on individual psychology"
Combat ,war,6,Warfare
"Rescue (of) ship, etc",salvage,1,Salvage operation
Bare ,nude,16,Denuded
"Leonhard --, C18 Swiss mathematician ",euler,1,"Euler (though he is not a Swiss mathematician but a German one, this could be an alternative if strictly sticking to the 'Leonhard' part isn't mandatory)"
Treatment using massage or exercise (colloq.) ,physio,1,Physiotherapy
Prefix denoting life ,bio,1,"Bio- (as in biology, which is the study of living organisms)"
At high speed ,fast,7,Fast-paced
Seesaw,teeter,1,Teeter-totter
Exclamation from Archimedes ,eureka,1,Eureka!
Narrow ,taper,2,Tapered
Contentious point ,issue,2,Controversial issue
Sealed so as to be airtight,hermetic,4,Hermetically sealed
Settle ,solve,5,Resolve
What cows chew ,cud,1,The process involves regurgitating partially digested food and re-chewing it as cud
Disband troops ,demob,4,Demobilize
Said or did again ,iterated,1,Reiterated
Feedback ,reaction,7,Reactions
Sister of Osiris ,isis,1,"Isis (In Egyptian mythology, she is the sister and wife of Osiris)"
Changing direction ,turning,20,Head-turning maneuver
