CLUE,ANS,POS
Grassy plains of Argentine ,pampas,1
Deep gorge or ravine ,canyon,1
Male relatives ,uncles,3
Noise of an explosion ,bang,5
Tested or scrutinised ,examined,3
"People, especially if posh ",gentry,3
Map-line showing places with equal air pressure ,isobar,1
Pampas cowboy ,gaucho,2
Small biting fly,midge,1
"Hurting, painful ",sore,5
Agile ,nimble,3
Lusterless or uninteresting ,dull,1
Altruistic,selfless,9
Depart; permission ,leave,6
Land once belonging to a nobleman,manor,1
Earnest request ,plea,1
"Desire or liking, for power or food ",appetite,1
Story ,narrative,2
"Songwriting partnership, Rodgers and -- ",hart,2
Fearful expectation ,dread,7
Recreate (past event) ,reenact,2
