CLUE,ANS,POS,FOUND IN
Robbed with the threat of violence ,mugged,2,Mugged while being intimidated
Stroll ,walk,4,Walkabout
By word of mouth ,oral,3,Orally
U2 guitarist,edge,1,The Edge
Event at winter Olympics,ski jump,12,Ski jumping
Golf peg ,tee,1,Tees
Small piece ,bit,2,Bite
Visualise ,imagine,1,"With the phrase ""Left Hungry"", I imagine a plate with a large portion of food, but someone has already taken most of it away"
Transparent blocks that separates beams of light into all visible colours ,prisms,1,**Transparency:** Prisms are typically made of glass or plastic and allow light to pass through them without absorption.
Gen,info,2,Gene: A unit of heredity that carries information from one generation to the next.
