CLUE,ANS,POS
Someone not aristocratic or royal ,commoner,1
"Grew, progressed, evolved ",developed,5
Rogue - tornado,twister,13
Dignity and assurance of manner ,poise,2
Supporter in a conflict,ally,1
Paradise,garden of eden,13
"Parts, pieces, portions ",segments,1
Unrefined ,crude,1
"Breaks out, gets away ",escapes,1
Suffering of body or mind ,pain,12
Seeker of alms ,beggar,1
Cover with close-fitting surround ,encase,2
"Small, sharp sliver",splinter,4
Imposing ,stately,3
Strong ,potent,13
Legal representative ,lawyer,2
