CLUE,ANS,POS
Veil worn by Muslim women,chador,5
Simultaneous discharge of guns ,salvo,5
Red (in heraldry),gules,1
Put off ,delay,3
Without resistance or other contenders ,unopposed,16
Flat highland ,plateau,1
Person in holy orders,cleric,1
"'Corpulent, round (6)' ",rotund,3
Sorrow ,grief,1
Royal paraphernalia ,regalia,11
Stinging plant ,nettle,1
First meal ,breakfast,1
Bet ,wager,17
In the shape of a helix ,spiral,1
"Contemplates, considers ",reflects,2
Relating to atomic energy ,nuclear,1
