CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Very light gas ,helium,2
Parasites ,leeches,5
Give to a good cause ,donate,1
Conference participant ,attendee,1
Make certain ,ensure,1
Dot-dash signalling ,morse code,1
Select ,pick,3
Water pitcher ,ewer,4
Noise caused by electrical interference ,static,1
Small ingenious device ,gadget,1
Constantly changing ,dynamic,3
Don't take the rubbish ,refuse,4
Science of soil and crops ,agronomy,1
Unsightly ,ugly,2
Winter sport where stones are slid towards a target,curling,1
Material worn knotted round throat,necktie,4
Kingdom,monarchy,12
The Garden of Eden ,paradise,1
Family relative ,nephew,2
