CLUE,ANS,POS
Jewellery item with pin ,brooch,1
Country in the Balkans ,albania,1
Not convinced ,unpersuaded,13
Soft,gentle,1
Group of houses ,estate,9
Draw towards one ,attract,1
Lavish meal ,banquet,1
Test consisting of short questions ,quiz,1
Push around - deal dishonestly,hustle,12
Passage taken from book etc ,extract,9
Conjunction ,and,1
Chemical indicator ,litmus,4
Lerner and Loewe musical ,gigi,7
Autocratic ruler ,dictator,1
Existing in fact ,actual,1
Person eating ,diner,1
Put a number to ,quantify,8
