CLUE,ANS,POS
Ignorant (of) ,unaware,1
Dealer in socks and stockings ,hosier,4
Large wall painting,mural,1
Made smaller ,reduced,1
Male singing voice ,baritone,1
Greek island ,rhodes,4
Light brown sugar ,demerara,2
"Incidents, occasions ",events,1
Remove rind ,peel,1
Vanquished ,beaten,18
Curved under-parts of the feet ,arches,1
"Brain operation, once used to treat mental illness",lobotomy,1
"Medium, average, fair ",middling,2
Aimlessly floating ,adrift,3
Broadcast again ,rerun,2
Sleepwalker ,somnambulist,1
