CLUE,ANS,POS,FOUND IN
Fragrant flower ,lily,11,Lily of the valley
Watch - intellect ,mind,17,Acquisitive mind
Brave guy ,hero,2,Heroic
Breathed audibly and deeply ,sighed,1,Sighed heavily
Scale for shoe fasteners ,laces,12,Elastic laces
Famous person ,name,9,Household name
Items of business ,agenda,1,Agenda items
Early satellite ,sputnik,2,Sputnik 1
All assets and liabilities ,estate,3,Real estate
Bubbles ,foam,6,Foamy
"- - Flynn, film star ",errol,19,Errol Flynn lookalike
Seraph ,angel,1,Angelic being
'. . . . . . speaks louder then words' ,action,1,Actions
Culinary herb ,coriander,9,Cilantro (also known as coriander)
