CLUE,ANS,POS
Top US horse race ,kentucky derby,42
Practical joke,prank,23
Any procedure regularly followed ,routine,42
Accustomed to home life ,domesticated,42
Men who pay excessive attention to their clothes ,dandies,2
City at the confluence of the Blue and White Nile ,khartoum,42
Dispenser of vapour for the nose or lungs ,inhaler,44
Luxury railway carriage ,pullman,43
Pope's diadem ,tiara,2
Slippery fish ,eel,43
Southeast Asian country ,thailand,44
Complete a boxing match without being knocked out ,go the distance,26
Greek god of love ,eros,1
Northern Ireland city ,omagh,8
Toy bear ,teddy,42
Largest Canary island ,tenerife,2
Wild animals; a soccer team ,wolves,45
