CLUE,ANS,POS
Picture dyed into the skin ,tattoo,2
Ravine ,canyon,4
Very light gas ,helium,2
Rutland town ,oakham,3
Cab ,taxi,7
Give to a good cause ,donate,42
Noise caused by electrical interference ,static,5
Small ingenious device ,gadget,3
Shoe with a canvas upper ,espadrille,5
"Ballroom dance, originally from Germany",waltz,2
Large army ,horde,18
Science of soil and crops ,agronomy,43
Unsightly ,ugly,2
Military group ,platoon,11
Winter sport where stones are slid towards a target,curling,2
Kingdom,monarchy,5
"Roman Emperor, d. 117",trajan,4
Family relative ,nephew,22
Hurts through constant rubbing ,chafes,3
