CLUE,ANS,POS,FOUND IN
Last-born ,youngest,1,Youngest sibling
Marquee,tent,5,Attention-grabbing statement
Fish; edible cactus ,tuna,4,"Tuna (metaphorically related, not an actual cactus fruit)"
Put off ,delay,1,Delayed
Flat highland ,plateau,3,Plateau area
Norwegian dramatist ,ibsen,1,Henrik Ibsen
Long and hard journey ,trek,2,Challenging trek
Stride ,step,2,Long step
Deep sadness ,sorrow,2,Sorrowful
Not on ,off,1,Off the list
French novelist - stupor (anag),proust,19,Immersion profonde dans un monde imaginaire (metaphorically linked to the introspective nature of Proust's work)
Relating to atomic energy ,nuclear,1,Nuclear power
Roe of sturgeon ,caviar,8,Caviar-bearing fish
Paris stock exchange ,bourse,1,Bourse de Paris
Clap ,applaud,1,Applauding
"Brogue or loafer, perhaps ",shoe,2,Overshoe
Subsequent ,next,2,Next in line
Peace lover; bird ,dove,6,Gentle dove
A Hindu spiritual teacher ,guru,1,Guruji
Tending to reinforce sounds ,resonant,16,Resonant augmentation
Falsehoods,untruths,20,Fake news (in the context of spreading untruths)
Deduce ,infer,2,Inference made through logical reasoning based on available facts.
Suffering,distress,12,Distressed
(Of computer memory) able to be read in non-sequential order ,random access,1,Random Access Memory (RAM)
Swift ,fleet,7,Fleetingly
Shrill cry of a shrike ,shriek,8,Pungent shriek
