CLUE,ANS,POS
Living in trees ,arboreal,1
Plenty,ample,2
Language widespread in East Africa ,swahili,1
The 50th state ,hawaii,1
Harmful,noxious,14
Slender tower with balconies ,minaret,4
Clean and orderly ,tidy,4
"Southern African kingdom, capital Mbabane ",swaziland,1
West African country ,ghana,2
Parvenu ,upstart,1
Pirates' flag ,jolly roger,1
Brought back to original condition ,restored,1
Fall down ,tumble,1
River in central Italy ,arno,2
Earth (Latin) ,terra,1
Comparable ,similar,1
Musical drama ,opera,1
Insubstantial,thin,4
Very unkind,cruel,1
