CLUE,ANS,POS
Very early calculator ,abacus,1
Very surprising ,startling,19
Just ,only,2
Fold covering around something ,wrap,9
Contact device,pager,5
"Useless, producing no results ",futile,1
Portending bad things ,ominous,14
The onset of darkness ,nightfall,4
Tenth month of Muslim year ,shawwal,5
Container for keeping drinks hot ,thermos flask,5
Period or stage in a process ,phase,1
The maple leaf is on its flag ,canada,1
Areas,regions,1
"Seasonal wind in southern Asia, brings heavy rains ",monsoon,1
