CLUE,ANS,POS,FOUND IN
Always on the move ,restless,12,Restless wanderer
"Cautious, wary ",chary,19,Chary (archaic)
Verse line having six metrical feet,hexameter,8,"A line with six metrical feet (i.e., a hexameter)"
Snakelike fish ,eel,1,"There are many species of eels found in oceans around the world, including the American eel (Anguilla rostrata), the European eel (Anguilla anguilla), and the Japanese eel (Anguilla japonica)."
Light red ,pink,6,Pinkish
Autumn; drop ,fall,1,"The phrase ""drop"" suggests a connection between the seasons and the falling of leaves"
Lacking strength,weak,1,Weakened
Sign (cheque) on back ,endorse,1,Endorsement
"Opposed, against ",anti,17,Antipathetic
Settled up ,paid,1,Paid the bill
Equips for war ,arms,16,Firearms
