CLUE,ANS,POS
Lie on surface of water,float,1
Facts ,data,4
"Going on and on, interminable ",endless,1
Fasteners with threaded shanks ,screws,2
Applaud ,cheer,4
Latin poet ,virgil,2
Male fertilising organ of flowering plants ,stamen,1
Tail vertebrae ,coccyx,2
Firmly fixed or free from uncertainty ,secure,16
Flee ,escape,3
Winter sport ,skiing,1
Ownership ,possession,1
Lloyd Webber musical set in Argentina ,evita,1
Simple arithmetic ,addition,1
It connects points of equal air pressure ,isobar,11
Fungus used in baking ,yeast,18
Asian country ,india,7
