CLUE,ANS,POS,FOUND IN
Remains of tree - puzzle ,stump,13,Stump stragglers (as in 'tree stumps')
Bird kept for eggs and meat ,fowl,11,Fowl (a general term used in the context of birds kept for egg laying or meat production)
Monarch ,queen,1,King or queen
Facade ,frontage,9,False frontage
Aromatic plant,herb,20,"Peony (flower, but peony is also associated with certain herbal extracts used in perfumery and traditional medicine)"
Religious official ,cleric,16,"Reverend (specifically used for Anglican and Presbyterian ministers, not a formal clerical position but respected within the community)"
Shut ,closed,1,Closed door
Rubbish dropped ,litter,3,Littered
Give satisfaction ,please,9,Pleased response received
Grinding tooth ,molar,14,Molar hypoplasia (underdeveloped molars that may be more susceptible to wear and tearing)
Technical kit ,apparatus,10,Technical apparatus compilation
Dance originating in Cuba ,rumba,4,Rumba: This dance originated from African drumming traditions brought to Cuba during colonial times and evolved into a vibrant expression of Cuban culture.
Part of finger ,nail,2,Nails
Metal fixing pin ,rivet,8,Aluminum rivet
Oration,speech,1,Eloquent speech
Togetherness ,unity,11,"Close-knit community (metaphorical, represents a group that is closely connected)"
"Juicy stone-fruit, orange-pink when ripe ",apricot,3,Apricot: The fruit's golden skin matures into a warm pinkish tone with ripening.
Reinstate ,restore,1,Restored
