CLUE,ANS,POS
Former prime minister ,thatcher,10
Single cash payment ,lump sum,2
Consume ,eat,1
Feature supplementing standard model ,add-on,2
Spherical shapes ,orbs,3
Award for bravery ,george medal,20
Capsule containing injection dose ,ampoule,3
Performance venue ,arena,1
Dirt on a liquid's surface ,scum,2
Young eel ,elver,15
University qualification,degree,1
Facilitate ,ease,7
Rejoice - observe - perform ,celebrate,2
The emblem of the US is bald ,eagle,1
Reflective surface,mirror,1
Brush gently - coup,stroke,2
"Glass triangle, separates light into colours ",prism,1
Had to pay ,owed,1
Large felines of forests ,tigers,1
Bluish shade of green ,teal,12
Native of Grecian capital ,athenian,1
Sheltered terrace attached to a house ,veranda,2
Heartfelt,sincere,1
Booth; prevaricate ,stall,1
Average; clairvoyant ,medium,3
