CLUE,ANS,POS,FOUND IN
Milky gem ,opal,4,Foggy opal
Hopelessness ,despair,1,Despairing
Going in the same direction but always the same distance apart ,parallel,1,Parallel lines
Pennant ,banner,1,Triangular banner
Medical care ,treatment,9,Treatment plans
It used to be Constantinople ,istanbul,7,Became Istanbul after the city's capture and transformation by the Ottomans in 1453
"Martin --, US director ",scorsese,1,Martin Scorsese
Part of the ear ,lobe,5,Earlobe
Transparent part of envelope,window,1,Windowpane
Captivate ,enthral,1,Enthralling
Storage space for fodder,silo,2,Livestock silo
Dealer in knives and forks ,cutler,2,Cutlery trader
Odours ,smells,7,Fresh smells
Underground room ,cellar,10,Cellar room
Incisive ,penetrating,7,Penetrating intelligence
Woollies ,knitwear,9,Cozy knitwear shop
