CLUE,ANS,POS,FOUND IN
Predicted ,foreseen,4,"Foreseen developments in technology, society, or the natural world."
Leg-wear for women ,tights,1,"Tights or stockings: These are close-fitting garments that cover the legs from the waist down, providing warmth and a sleek appearance."
Rubbed out ,erased,1,Erased completely
Everyone ,all,1,All individuals
Writing implement ,pencil,8,Pencil (graphite-based)
German playwright,brecht,2,Bertolt Brecht
Pine; protracted ,long-,2,Long-lived coniferous plant
Covered in folds of cloth ,draped,8,Draped in textiles
Barrier; pressure unit ,bar,8,Barrier-resistant device
Manifestation of a deity; cyberspace icon ,avatar,3,Electronic Avatar
Approximate calculation ,estimate,1,Rough estimate: Around half or three-quarters the correct value
Dog lead ,leash,1,Puppy leash
High-birthrate period ,baby boom,1,Baby boom era
