CLUE,ANS,POS
"Clothing, apparel",attire,2
Agra tourist attraction ,taj mahal,1
Long-haired rabbit ,angora,1
Self-satisfied ,smug,2
Widespread killing ,massacre,6
"Make out, distinguish by eye ",discern,1
Arrow maker ,fletcher,2
Decisions of courts on issues of fact or law ,findings,7
They're smaller than towns ,villages,1
Automatic machine ,robot,1
Book series by John Galsworthy ,the forsyte saga,1
Lively Parisian dance ,cancan,1
Inuit abode,igloo,1
Elevate ,raise,1
Brigham Young state ,utah,2
Home loan ,mortgage,1
Bright and warm ,sunny,3
Aviators ,pilots,1
Warning of danger ,alert,1
Pleasure seeker ,hedonist,2
Take small bites from ,nibble,1
Parliament's bell ,big ben,1
