CLUE,ANS,POS
Cold season ,winter,2
Dull sound of a bell,clang,3
Stallion ,steed,2
Sheep meat ,mutton,3
Shore ,coast,2
Container for liquids ,vat,21
'It takes ? to tango' ,two,2
Nudists ,naturists,2
Upper chamber of Parliament ,house of lords,3
Hooked claw ,talon,7
Light-sensitive membrane in the eye ,retina,2
Carved or cast figure ,statue,4
Bodies of (usually fresh) water ,lakes,3
International formula car race ,grand prix,4
"Imitated, mimicked",aped,25
One of the Great Lakes,huron,3
Countryside walker,rambler,3
Public sale - type of bridge,auction,3
Dickens novel,hard times,9
Bringer of freedom,liberator,2
