CLUE,ANS,POS
"Flee from restraint, allow to pursue like dog ",unleash,2
Supporter ,ally,10
Knight's title,sir,1
Projectile from bow ,arrow,1
Bream (anag.) ,amber,19
Alcohol for the trifle ,sherry,2
Arrive at ,reach,1
Stems of asparagus as weapons ,spears,1
Gets better or gets back ,recovers,2
"Grant, confer ",award,2
"Concurred, assented ",agreed,1
Continuous record of events in order of time ,chronicle,1
Lasting ,durable,18
Agricultural complex ,ranch,2
Culmination,climax,6
Column,pillar,1
Revolver missile ,bullet,2
Goddess of retribution ,nemesis,1
Military encirclement ,siege,1
Ice mountains ,bergs,9
One who weeps easily without good cause ,crybaby,2
Exoneration ,acquittal,1
Stole ,purloined,12
Short-long metrical foot ,iamb,1
Tropical fruit ,mango,1
Area of variation ,range,1
Area with frozen subsoil ,tundra,1
Scumbag ,rat,7
Wrap; pupa's protection ,cocoon,1
Involving death ,fatal,1
