CLUE,ANS,POS,FOUND IN
Bloodsucker; early doctor ,leech,9,"Leech (although not typically early in a doctor's career, relevant to bloodsucking)"
Supreme Being ,god,15,Godhead (collective term for divinity)
Wash with clean water,rinse,1,Rinse thoroughly
Established customs ,habits,3,Ancestral habits
Thrilled ,excited,14,Eager beaver (in the context of being excited about a task)
Petty quarrel ,tiff,13,Tiny tiff
"Banter, provoke gently ",tease,2,Light-hearted tease
Prison formerly standing on site of the Old Bailey ,newgate,4,Newgate Keep foundations
Whirlpool ,eddy,9,Forceful eddy
Lapwing-like bird ,plover,8,Black-bellied plover (resembling some lapwing characteristics)
Came into sight ,appeared,1,Appeared suddenly
Small falcon ,merlin,2,Merlin (specific type of small falcon)
"Member of the Beatles, d.1980 ",lennon,2,Lennon-McCartney partnership (composer duo)
"Eg, native of Sucre ",bolivian,7,Bolivian origin
Ocean ,sea,5,Sea-based
Sudden impulse ,whim,10,At-a-whim purchase
Picture-house,cinema,1,Cinema hall
